Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,Total
421370 Pouso Redondo,5337.27,6462.15,7501.79,9633.69,12064.48,12104.71,12728.97,13859.55,15265.75,16357.41,17640.68,20664.88,16543.76,13112.97
421380 Praia Grande,3370.33,4048.07,4442.87,6205.05,6163.46,6857.99,7416.64,7269.8,9409.32,10872.03,11840.9,12187.76,12558.46,7906.65
421390 Presidente Castello Branco,7139.27,8490.62,9516.02,9696.97,7530.92,7695,7077.83,8763.34,14074.12,12920.35,12455.7,17087.32,13494.03,10202.74
421400 Presidente Getúlio,8073.13,9683.99,11268.1,12733.86,15513.31,15875.93,14961.97,16428.35,19804.61,19245.94,20134.38,20558.45,14216.77,15494.6
421410 Presidente Nereu,4972.88,5784.38,7103.62,8404.57,10320.93,11916.8,11706.97,13605.59,14297.24,14853.56,15137.01,13397.09,12958.08,11102.78
421415 Princesa,3802.97,4356.67,4805.07,5958.84,7249.04,7702.79,7401.29,8949.75,10140.46,12306.42,13018.22,14072.18,13866.78,8856.45
421420 Quilombo,6779.03,7705.6,9855.51,12393.93,17881.29,16628.57,16720.51,20254.2,22087.83,20366.5,16675.04,19876.84,21080.76,16011.59
421430 Rancho Queimado,5722.82,5998.47,6417.52,7997.58,8521.7,8925.31,10985.37,9509.63,13491.9,13398.27,16036.19,18638.83,13996.29,10792.93
421440 Rio das Antas,4643.17,4985.91,5335.55,7036.52,7840.13,8244.38,7923.01,9296.07,12213.23,13844.08,13014.52,16704.21,14402.49,9640.09
421450 Rio do Campo,5423.48,5515.85,6594.97,8444.39,10636.72,11352.52,10606.67,11610.65,13625.83,15080.55,17398.48,16272.42,14915.5,11269.53
421460 Rio do Oeste,5949.73,6545.68,7676.93,9889.68,11025.11,11284.05,11719.61,14132.54,16778.76,18306.75,17214.39,15347.18,14890.5,12452.69
421480 Rio do Sul,8464.21,9211.07,11329.02,12834,15478.89,17348.48,18916.86,19862.14,21363.88,20607.18,21846.63,26355.85,41666.72,19347.34
421470 Rio dos Cedros,6598.61,7171.65,8107.73,9308.52,10836.09,10806.4,11958.41,13213.38,13356.39,13884.27,16684.31,17900.16,17032.89,12270.85
421490 Rio Fortuna,6504.9,6732.97,7001.96,8747.62,9528.93,10448.56,10081.36,11386.22,14035.23,17022.35,18313.68,21919.46,18414.62,12386.07
421500 Rio Negrinho,6887.82,7637.05,8724.21,9312.62,11013.91,10631.2,10726.73,10869.44,12335.98,11934.6,14521.6,17293.11,18041.22,11550.59
421505 Rio Rufino,4368.15,4719.1,5483.41,6110.08,6217.33,6399.97,6158.69,6717.67,9347.76,10139.37,11832.89,12195.27,11770.82,7756.56
421507 Riqueza,4260.85,4912.75,5850.7,8343.05,9408.52,8671.09,9025.21,10447.61,10922.46,10835.97,11118.55,12241.78,11322.94,8987.03
421510 Rodeio,7732.84,7566.88,6948.56,7340.16,8446.81,8065.75,8697.77,8972.23,10458.19,11874.79,13992.55,15198.77,14488.85,10015.72
421520 Romelândia,3474.36,3977.88,4633.85,6113.03,7423.75,8711.07,8570.84,10779.88,10027.7,10907.15,11946.03,11510.6,10723.55,8202.98
421530 Salete,5378.07,6264.24,7368.13,8321.46,10200.52,10512.25,10451.81,10875.24,11430.85,13079.79,13735.5,15718.95,13375.67,10564.07
421535 Saltinho,2942.96,3801.58,5050,7097.46,8236.7,8688.26,9100.25,11067.62,10308.38,13263.29,12983.31,13690.31,10635.97,8955.24
421540 Salto Veloso,15713.78,15550.58,14763.12,17071.84,18071.47,21168.37,23983.71,26453.87,32051.53,33116.38,31808.86,18036.89,17097.02,22086.23
421545 Sangão,3794.26,3954.89,4478.54,6165.45,7187.95,7538.72,8215.2,9459.35,10746.7,11455.63,15313.58,18116.26,15129.56,9724.71
421550 Santa Cecília,5191.85,5523.22,6878.53,9373.39,11912.42,12262.2,12195.94,10707.13,12783.82,12674.99,15405.31,15551.44,15947.96,11331.67
421555 Santa Helena,4418.56,5293.9,5937.93,7832.43,9063.81,9381.55,9767.68,11549.37,13152.37,13776.26,13483.13,19259.18,15585.13,10567.89
421560 Santa Rosa de Lima,7065.26,7614.6,6237.1,9813.78,10016.59,11057.57,10647.76,11275.85,13680.24,15170.96,17503.59,21342.95,16501.47,12184.71
421565 Santa Rosa do Sul,2959.98,3499.39,4262.89,5348.9,5987.11,6437.23,5917.57,7271.68,7566.77,10414.1,10509.11,10596.07,9500.37,6970.32
421567 Santa Terezinha,4112.87,4454.14,6421.2,7793.21,8874.52,9449.75,8721.88,10004.13,12897.27,14370.75,15162.12,13350.47,13516.47,9951.61
421568 Santa Terezinha do Progresso,2506.61,3585.61,4570.1,6107.87,8461.2,8166.74,7998.77,8943.59,11449.88,12426.32,13076.27,13814.8,10957.52,8445.89
421569 Santiago do Sul,5339.58,6204.14,8121.6,12487.64,10070.41,9571.16,9797.79,12042,15133.34,14296.02,14391.47,17155.39,13787.68,11242.58
421570 Santo Amaro da Imperatriz,4121.9,4544.23,5277.32,6302.27,6591.81,7275.94,7739.15,8793.27,9515.16,11327.35,12299.74,13985.14,15192.97,8977.52
421580 São Bento do Sul,10086.21,10605.4,12616.66,14594.96,17315.2,16250.73,16330.7,17318.26,19916.48,19627.56,23662.76,27298.49,30766.89,18403.51
421575 São Bernardino,3847.69,4695.72,6050.74,8276.02,8470.08,8788.62,9601.02,11580.92,14956.64,15726.79,15944.72,18682.86,14694.6,10648.23
421590 São Bonifácio,4231.51,4635.33,5959.06,8324.58,8717.51,9368.16,8932.15,8166.34,9264.95,10205.55,11745.69,12621.34,11844.86,8722.68
421600 São Carlos,4986.2,5608.97,6870.42,8564.63,9266.94,9303.05,9705.68,13116.76,13094.09,13359.51,15231.49,17603.97,15280.84,11122.99
421605 São Cristovão do Sul,8555.31,9011.96,12935.29,14603.93,13558.82,13861.63,12979.51,10128.68,11538.17,12390.4,13717.12,14012.64,13624.54,12405.45
421610 São Domingos,6048.7,6639.45,8843.31,12218.67,13844.61,11905.44,13306.15,16502.56,17948.24,20970.63,20893.22,21909.45,16535.75,14463.18
421620 São Francisco do Sul,17657.15,21532.99,39897.64,49298.18,38964.73,63279.64,74452.6,74607.47,80394.52,83042.04,93700.66,100410.59,115032.69,68333.48
421630 São João Batista,5777.16,6157.38,6875.44,8841.48,11037.14,12683.31,15278.88,16944.4,13974.1,14096.32,15070.36,18223.41,16719.31,13188.2
421635 São João do Itaperiú,6267.89,6965.56,8953.6,10267.64,10380.38,9708.14,11315.21,12297.1,14559.07,16076.3,17545.61,21922.87,18731.44,12789.69
421625 São João do Oeste,5429.55,6650.71,6331.98,8917.02,11080.06,12779.25,13156.73,16861.81,18805.52,21653.06,22800.6,24036,24857.89,15123.42
421640 São João do Sul,4039.37,4757.03,6059.1,8126.3,8212.83,8137.15,7191.59,6036.97,9988.06,11841.99,11729.74,10631.84,11280.34,8331.76
421650 São Joaquim,4204.89,5155.97,5811.65,7675.69,7200.58,7625.48,10061.2,10471.15,11211.04,12341.9,14615.98,15112.13,14188.99,9795.14
421660 São José,7486.75,7727.33,8458.02,9907.53,11878.63,12418.31,14618.38,15686.93,20554.92,20732.04,22805.85,24640.32,26796.84,16071.73
421670 São José do Cedro,4872.94,5588.15,6722.71,9488.51,10696.42,11780.73,12753.34,15963.75,17894.75,18287.94,19482.52,19211.89,16176.95,13037.93
421680 São José do Cerrito,2968.77,3511.83,4103.79,4796.3,4514.62,4997.6,5279.6,6558.93,8569.26,7439.94,9472.97,9543.55,9415.59,6189.23
421690 São Lourenço do Oeste,6895.27,8314.46,10906.95,13908.81,15193.59,16205.77,17756.91,19681.44,20625.71,22374.51,25463.29,26543.2,26459.04,18012.03
421700 São Ludgero,11303.28,12698.22,13975.71,16697.77,19007.39,20021.33,19383.91,19334.34,21497.83,24025.81,21483.54,32170.13,31846.76,20743.92
421710 São Martinho,4682.02,5221.44,6260.82,8699.67,10666.35,10632.18,9341.42,11816.24,15025.86,15019.01,15183.14,15895.27,16560.41,11139.6
421715 São Miguel da Boa Vista,3520.06,4168.88,4979.39,6440.38,7280.56,7280.62,8975.66,9896.58,10325.04,9873.28,11580.89,12880.86,11877.59,8366.83
421720 São Miguel do Oeste,6873.47,7174.76,8812.01,10940.11,12524.85,13160.62,13933.93,14776.18,17570.54,16828.54,17533.43,19155.53,21877.88,14133.5
421725 São Pedro de Alcântara,3614.76,3934.78,4775.61,6100.75,11545.35,6496.3,6927.24,9072.26,6938.13,7566.27,8671.49,10048.37,10406.69,7547.58
421730 Saudades,7979.83,8117.95,8800.35,11808.09,13507.2,14436.12,16476.56,15484.09,15898.82,15528.88,16415.56,18647.93,18952.91,14101.27
421740 Schroeder,6270.77,6660.08,6435.33,8666.42,9333.65,10423.98,11524.06,12319.19,13210.86,13293.95,15755.24,19809.97,16689.1,12133.33
421750 Seara,14086.14,19616.85,23009.34,22228.03,27149.83,27159.39,26433.01,28874.1,39897.65,32452.26,31894.26,28728.45,25879.53,26866.23
421755 Serra Alta,4018.99,4567.32,5211.66,7194.22,8149.54,7509.56,8218.65,10297.83,11577.38,13464.56,13790.73,16799.48,13638.47,9603.37
421760 Siderópolis,12874.49,12459.9,8598.76,9031.91,10130.01,10625.36,11817.46,13346.69,17185.49,17519.05,19658.28,26908.25,16688.53,14441.28
421770 Sombrio,4021.74,4538.97,5247.28,6091.37,7057.99,7734.65,8034.08,8036.95,9994.52,13382.69,13391.09,13775.82,13256.72,8958.85
421775 Sul Brasil,3599.05,4207.25,4809.9,6811.1,6688.43,6952.02,7315.06,8894.14,9103.68,10626.91,12323.17,12727.21,10284.74,7968.45
421780 Taió,5525.19,6564.34,7483,9834.8,12023.41,12860.73,13143.8,14735.97,16617.03,17381.84,20453.45,21694.58,20890.03,13933.61
421790 Tangará,6840.71,7374.36,8404.14,12217.57,13974.41,15048.54,15537.61,20154.74,22140,22475.6,23794.07,28920.6,27197.38,17258.08
421795 Tigrinhos,4302.12,4066.38,5469.58,6472.77,6901.28,6008.17,5988.49,7369.15,11303.32,12268.25,12213.96,14012.69,11778.75,8201.38
421800 Tijucas,8404.01,9605.9,10508.26,12205.2,14003.54,14196.63,15277.8,16017.02,17405.86,18437.49,22049.02,27387.18,51207.27,19152.55
421810 Timbé do Sul,4242.39,4870.23,5649.5,6965.6,7726.63,8251.92,7010.57,8022.43,9664.93,12233.39,10577.54,12391.25,13630.23,8563.66
421820 Timbó,11573.99,12665.38,14243.53,16123.52,19696.57,19308.53,19511.13,20922.6,23000.65,24302.18,26744.46,30719.39,30771.53,21222.03
421825 Timbó Grande,8041.88,7207.83,6872.23,9325.07,10511.35,9136.79,10232.06,10047.53,10955.44,9675.48,14335.16,14679.38,10572.37,10166.03
421830 Três Barras,8386.11,9388.71,11078.53,13300.89,16108.17,14686.6,14266.87,17608.97,19756.07,20181.66,22850.98,20600.99,22809.29,16336.45
421835 Treviso,60239.62,44698.2,18826.85,16949.29,20334.89,17948.57,17738.84,21706.48,25930.42,29316.27,52665.01,53048.79,46409.04,32681.48
421840 Treze de Maio,4887.51,5467.51,5789.87,8791.85,8910.88,8250.99,7938.84,7958.66,10357.83,12806.58,13166.51,17318.97,12578.47,9557.05
421850 Treze Tílias,15001.06,16627.16,18585.24,24135.89,29271.79,30152.63,40160.67,52225.3,52550.76,52700.72,52989.38,64892.02,61124.66,40936.47
421860 Trombudo Central,9292.2,10471.4,11193.04,15137.27,21932.42,17982.25,19646.58,20943.34,22856.42,20320.56,22853.41,28704.33,20613.83,18832.59
421870 Tubarão,7951.07,8717.27,9220.49,9752.73,11294.21,11991.59,12816.41,14288.74,16233.49,16480.19,18461.18,21551.12,24092.68,14213.49
421875 Tunápolis,4783.51,5419.07,6108.2,7531.65,8095.08,9499.27,9683.78,12641.82,13606.83,13657.89,13856.31,17073.42,15802.66,10595.56
421880 Turvo,6513.66,7758.08,10543.38,15740.94,16578.38,14583.04,16082.93,19230.2,25986.76,29138.99,26276.32,30278.24,33065.11,19617.79
421885 União do Oeste,3812.46,4074.78,4747.05,7037.26,9877.46,9768.63,7590.05,10854.61,13367.24,12353.45,12230.89,14050.24,12298.11,9219.11
421890 Urubici,3844.49,4481.68,4589.54,6495.04,6447.72,7239.64,7379.03,7550.1,10128.1,11721.49,13688.2,13031.98,12435.04,8438.83
421895 Urupema,4743.66,5815.77,5278.53,6316.82,6079.41,6312.75,8544.11,8309.39,10827.74,12059.6,14307.76,14035.54,12872.06,8865.84
421900 Urussanga,8221.64,8938.43,9344.48,10231.69,12239.47,13916.36,14261.04,16588.88,19842.5,20703.2,21697.89,27755.96,25592.84,16283.01
421910 Vargeão,6047.89,6742.57,7574.6,10280.47,10165.58,11812.97,14575.72,24003.27,22869.81,16704.68,17693.41,24118.15,20270.74,14871.06
421915 Vargem,3822.14,4666.82,5615.74,7058.88,6432,8105.62,8406.74,11228.1,12691.43,11155.66,12406.93,12383.76,11648.52,8782.73
421917 Vargem Bonita,11654.23,14895.39,19766.56,26735.77,30423.95,32971.83,36606.88,36887.67,41644.25,39999.89,45490.9,44155.6,19422,30410.79
421920 Vidal Ramos,5694.55,6449.95,8228.84,9959.77,11262.1,11916.77,11650.42,13541.78,15587.29,17899.93,19140.61,20377.21,27815.11,13856.4
421930 Videira,14617.03,14032.61,16446.15,19384.06,22379.01,22941.88,23405.92,26509.87,32681.65,30922.15,29731.66,24305.28,26423.37,23583.83
421935 Vitor Meireles,4128.71,14899.17,5758.94,6964.29,8031.68,9112.63,8798.5,10141.99,10979.51,12403.15,14403.83,12738.77,14489.24,10198.03
421940 Witmarsum,5416.84,6143.3,7569.13,9189.59,11271.36,12296.59,12647.24,14201.16,15035.16,16147.34,18453.3,18295.68,15093.01,12628.39
421950 Xanxerê,7836.99,9879.99,10304.72,12245.56,14740.63,14697.4,14666.65,16925.59,21127.85,21708.13,21964.02,22971.59,21944.84,16520.57
421960 Xavantina,5470.93,6478.19,7638.85,10881.64,13957.85,15984.47,12393.24,17120.9,20976.1,18633.31,18078.8,20482.34,14189.19,13959.12
421970 Xaxim,9628.2,11741.16,12593.22,9587,13312.08,13868.8,14545.6,18486.93,21024.45,21187.31,21580.76,25716.4,20678.45,16648.79
421985 Zortéa,4562.13,5304.96,5626.27,8178.65,7995.21,5971.5,7031.85,8829.12,10647.52,11896.68,11452.39,13594.65,11608.84,8793.81
430003 Aceguá,,9655.7,11719.03,14988.38,19557.57,17404.37,16075.9,18097.24,20301.59,26625.47,30495.28,29028.09,27964.32,20401.05
430005 Água Santa,5804.7,7251.06,8821.67,12793.26,11361.44,8089.24,12328.6,16958.79,22839.78,22594.77,25971.36,33204.49,40182.5,17269.91
430010 Agudo,5761.72,6081.03,8169.53,10147.81,10143.93,9397.56,10472.83,11191.31,13561.73,15673.74,16451.69,17906.63,19377.69,11780.41
430020 Ajuricaba,5117.25,6391.16,6836.9,11086.07,9304.56,8016.23,10602.9,16134.56,17047.53,17980.09,20784.67,29801.47,27023.89,14163.24
430030 Alecrim,3593.87,4161.11,4600.7,5762.93,5735.22,5954.82,6941.79,8266.86,8682.82,9509.02,11431.18,11188.33,12039.5,7350.22
430040 Alegrete,4828.16,5674.04,6174.96,7531.83,8807.68,8478.74,9265.24,9610.22,13880.27,14352.53,16134.89,15757.07,17866.11,10457.44
430045 Alegria,3893.41,4433.87,4786.99,8034.54,6763.78,5428.69,6810.44,9676.05,9531.08,10233.69,13050.7,14618.65,13870.06,8294.74
430047 Almirante Tamandaré do Sul,,12305.53,13855.71,21270.06,17145.01,9961.57,18812.46,21362.66,27940.51,26943.05,26830.31,32800.07,25872.88,20985.42
430050 Alpestre,3385.23,3973.04,4272.83,6596.77,6153.23,6839.38,8123.43,10573.2,9418.91,9850.46,13431.28,19593.3,20427.71,9045.4
430055 Alto Alegre,4993.98,6802.97,7805.38,10927.92,7828.83,6294.07,9401.56,11421.11,15737.83,17618.95,17983.25,21652.7,21698.8,11970.45
430057 Alto Feliz,5153.12,6127.37,6128.02,6612.05,7076.94,7415.31,8160.5,8182.54,7679.98,9112.12,13168.78,18127.69,23326.92,9752.95
430060 Alvorada,2309.94,2599.02,3022.64,3235.87,3458.5,3752.53,3964.66,4294.17,5086.54,5631.47,7529.93,7853.42,8599.33,4730.74
430063 Amaral Ferrador,2939.57,4188.86,4719.13,6126.26,6432.44,5716.35,7034.46,7756.44,7555.35,9358.06,9219.78,10295.88,10848.07,7203.63
430064 Ametista do Sul,2838.09,3185.42,3932.89,4781.64,4958.85,5144.13,5463.2,5736.76,5671.84,6305.66,9243.94,9701.07,11328.6,5982.38
430066 André da Rocha,8511.14,11594.28,11429.74,20359.96,20148.61,13620.63,23670.88,27539.61,32610.03,30549.31,28931.63,34376.89,30471.24,22954.56
430070 Anta Gorda,5482.34,7595.99,8965.12,11395.7,11024.59,8887.6,10650.05,13143.95,14389.8,14694.74,17854.64,21238.35,23466.03,12919.68
430080 Antônio Prado,8159.93,8813.48,10259.94,11911.94,12483.35,12177.04,13270.19,13481.34,14780.15,16661.89,22030.32,23686.72,25419.24,14773.09
430085 Arambaré,6517.62,7461.71,7963.87,10808.13,12941.1,8720.72,9112.23,10837.11,15779.1,18411.79,21498.25,19664.33,24301.23,13085.56
430087 Araricá,4662.69,4133.72,5057.52,6197.43,7090.39,7532.3,8101.26,8176.13,9042.36,11716.23,14462.16,15573.75,16932.24,9367.61
430090 Aratiba,10688.38,22558.28,14736.17,23443.4,34323.01,35083.53,38342.52,44988.93,36404.04,49234.96,59602.4,62278.9,69760.55,38107.95
430100 Arroio do Meio,13229.83,13260.9,16519.1,19778.94,19547.79,21932.74,22033.65,22942.51,23107.52,27754.16,32098.59,41698.73,38020.14,24264.84
430107 Arroio do Padre,,3507.68,3888.82,5281.82,5602.8,6120.47,7102.72,7524.06,8128.7,9071.88,10802.39,11447.96,14402.47,7791.83
430105 Arroio do Sal,5074.53,5362.16,5926.75,7085.63,7426.94,8034.43,9073.36,9452.55,10101.11,11082.79,12559.31,13068.93,14636.85,9527.32
430120 Arroio do Tigre,5416.22,7181.74,8072.49,9652.18,10385.34,10181.27,12466.7,13519.64,14912.87,15942.49,16007.61,15705.6,17155.02,12120
430110 Arroio dos Ratos,3913.82,4079.07,4230.54,5227.18,6275.84,6977,7222.48,8011.81,8356.44,7661.22,8960.36,9184.48,10125.5,6957.16
430130 Arroio Grande,5197.42,6535.7,6771.31,8766.86,10445.17,8592.01,9522.55,10490.03,13851.86,16838.89,18964.93,18544.01,20460.4,11811.55
430140 Arvorezinha,4019.93,5216.88,5749.8,6016.04,6807.63,7022.11,8585.75,9252.65,9974.87,11485.16,12327.57,14646.8,15935.31,8991.26
430150 Augusto Pestana,4649.53,6563.66,7187.06,11042.96,9946.73,8312.91,10376.78,14888.3,17860.28,17678.1,21096.66,23131.16,21973.79,13176.13
430155 Áurea,3756.39,4709.85,5319.66,8522.3,8025.6,6473.66,8570.71,11399.11,11773.42,11932.22,14243.78,16543.27,17919.59,9857.08
430160 Bagé,4916.89,5226.19,5783.61,6572.67,7241.64,7500.43,7937.97,8278.6,9657.31,10343.75,12251.38,12522.61,14251.96,8637.35
430163 Balneário Pinhal,4875.83,5073.86,5278.82,6256.42,6577.09,6538.97,7037.64,7443.13,7474.85,7899.61,10532.27,11425.17,12098.87,7836.23
430165 Barão,4323.53,5326.6,5865.19,6215.24,6930.07,7539.69,8287.64,9443.82,10924.72,14873.16,18013.65,20129.09,23389.08,11038.86
430170 Barão de Cotegipe,4590.33,5025.85,5480.93,8930.95,7927.41,7758.99,9397.48,12155.55,12862.89,13818.13,18002.39,18351.34,18462.61,10962.93
430175 Barão do Triunfo,3417.28,4306.81,5486.26,7124.44,8494.03,6621.27,6906.21,7198.18,8462.91,9820.8,9529.71,11027.1,11453.06,7716.59
430185 Barra do Guarita,3806.54,5065.38,4212.69,5036.79,4676.06,5605.67,6668.95,7772.54,6908.57,7185.67,8570.92,9139.06,9824.43,6540.86
430187 Barra do Quaraí,9539.72,12010.37,13903.05,17069.52,20492.86,14506.37,18210.45,14452.51,25361.57,28033.42,33463.6,25207.47,30586.74,20140.89
430190 Barra do Ribeiro,4493.81,4906.45,5948.1,7451.61,8293.72,7235.22,7829.84,8505.5,10662.36,12030.33,13532.49,13008.47,15089.64,9188.1
430192 Barra do Rio Azul,3993.52,4701.61,4862.89,7118.17,7102.96,7433.18,8329.06,12234.53,16016.88,14439.08,17186.2,19875.55,23061.61,10835.42
430195 Barra Funda,8662.93,8986.07,10249.04,14978.41,16447.93,15089.36,18430.08,21151.32,23469.93,26018.82,31826.5,30357,30067.55,19826.22
430180 Barracão,4941.61,6194.21,7092.56,11413.23,8411.38,7786.84,12420.5,16600.74,18897.72,18443.31,22082.06,23543.57,23002.5,13861.25
430200 Barros Cassal,3443.81,4495.09,5271.29,6760.99,7073.62,6523.44,8246,8458.39,8373.7,9514.74,10568.55,12352,11485.18,7892.56
430205 Benjamin Constant do Sul,2581.11,3102.9,3149.43,4941.86,4618.44,4552.13,5361.94,6282.39,8050.14,7808.99,9480.13,10430.07,9559.82,5973.38
430210 Bento Gonçalves,12345.5,12723.11,14255.38,15002.07,17211.36,18689.08,19057.48,20724.12,21009.37,24352.44,29369.82,30877.32,32036.33,20929.87
430215 Boa Vista das Missões,6781.59,11953.87,10569.88,19878.75,14794.89,8004.58,15446.46,23028.49,27112.99,24796.25,28676.91,31441.16,21229.51,18630.87
430220 Boa Vista do Buricá,6129.1,7215.76,7570.71,8977.94,9216.92,8941.21,10121.04,12445.6,13075.32,12692.16,16256.21,17196.57,17603.09,11335.86
430222 Boa Vista do Cadeado,,13178.39,12213.57,27491.01,22374.09,9424.55,22431.25,29740.9,39548.25,35368.72,34239.8,44241.79,28560.79,26529.2
430223 Boa Vista do Incra,,14415.85,15924.31,29115.08,16733.52,9270.63,19447.1,22619.98,28435.48,28795.87,27338.2,34381.15,26215.84,22908.47
430225 Boa Vista do Sul,5219.49,7087.38,8438.08,10902.07,9764.88,9505.39,10929.11,11637.09,12005.78,14095.42,22040.38,34831.38,42941.35,15213.4
430230 Bom Jesus,5626.03,5740.39,6372.41,7613.87,7202.12,8056.75,8386.89,11547.69,11077.89,16295.21,18652.31,18783.76,20673.64,11221.71
430235 Bom Princípio,7523.07,8842.22,9782.98,11179.22,12974.27,13206.74,14277.03,14974.47,15735.18,17830.39,19948.48,19601.01,22148.43,14802.78
430237 Bom Progresso,4709.9,5793.57,6292.8,8694.95,8088.42,5650.56,8309.89,9887.38,10287.5,11602.85,15501.67,14919.99,14544.48,9270.83
430240 Bom Retiro do Sul,6411.55,6837.5,6714.16,7566.29,8475.49,8103.75,8283.88,8640.08,9612.93,11814.79,14991.49,14244.66,15983.69,9849.78
430245 Boqueirão do Leão,4081.03,4826.36,5219.36,7075.64,7649.45,7553.84,8737.81,8570.41,9517.65,10583.83,11881.94,13644.46,12991.64,8616.39
430250 Bossoroca,5032.07,7574.65,7918.03,13554.63,9174.87,8392.78,9890.36,14231.08,15286.88,15536.3,20484.85,22380.79,19364.05,12782.42
430258 Bozano,,6496.02,6536.35,14210.16,9546.19,6025.48,9720.71,14110.93,15127.25,15309.51,17385.64,21433.67,16304.09,12549.75
430260 Braga,3895.61,4502.91,4405.99,6919.61,5598.08,5212.26,7066.92,9772.1,9588.55,10068.37,12018.09,13885.49,14107.99,8108
430265 Brochier,4380.56,4956.01,5563.59,6220.3,7679.26,7486.75,8409.43,9476.71,10089.51,11101.58,13487.81,13493.8,15862.48,9183.35
430270 Butiá,5382.42,5318.6,6266.17,6746.16,8026.56,8222.67,8154.64,8989.87,9537.47,10432.66,13812.86,14505.79,13987.93,9165.14
430280 Caçapava do Sul,5050.84,5569.18,6248.21,7869.36,9174.97,8308.49,8488.95,9572.64,10943,11781.72,13678.6,14613.13,15753.88,9730.02
430290 Cacequi,4075.35,4601.64,5381.79,7057.32,7478.16,6860.97,8366.13,9666.56,11358.61,12859.51,13657.09,14525.3,16274.5,9209.9
430300 Cachoeira do Sul,4589.67,5308.61,6062.49,7259.71,7938.09,7744.19,8450.47,9750.79,12477.56,14281.1,16397.28,17494.27,18240.9,10359
430310 Cachoeirinha,9150.71,10143.28,11450.69,13710.5,16094.87,16342.18,16682.16,18902.76,23001.65,27808.3,36893.24,36183.42,37454.94,21282.83
